year,field,germans_male,germans_female,germans_total,foreigners_male,foreigners_female,foreigners_total,total_male,total_female,general_total
2015,Materials Technology,4617,1356,5973,942,522,1464,5559,1878,7437
2015,Western Slavic (general and n.e.c.),24,36,60,4,15,19,28,51,79
2015,Economic/Social Geography,256,241,497,8,14,22,264,255,519
2015,Economic/Social History,106,117,223,6,11,17,112,128,240
2015,Business Informatics,39110,8491,47601,4293,2625,6918,43403,11116,54519
2015,Business Engineering spec. in Engineering Sciences,46224,11393,57617,5136,2739,7875,51360,14132,65492
2015,Business Engineering specialising in Economics,25733,8198,33931,2847,1535,4382,28580,9733,38313
2015,Business Mathematics,4597,2998,7595,551,693,1244,5148,3691,8839
2015,Business and Economics Education,2639,4603,7242,82,249,331,2721,4852,7573
2015,Business Law,8752,10396,19148,633,1027,1660,9385,11423,20808
2015,Business and Economics,45751,34334,80085,4557,6016,10573,50308,40350,90658
2015,History of Science/History of Technology,34,14,48,4,4,8,38,18,56
2015,Dentistry,4437,8496,12933,974,1178,2152,5411,9674,15085
2015,Customs and Tax Administration,1981,2536,4517,1,5,6,1982,2541,4523
2016,Waste Management,68,27,95,3,,3,71,27,98
2016,African Studies,406,725,1131,156,198,354,562,923,1485
2016,Agricultural Biology,136,156,292,158,121,279,294,277,571
2016,Agricultural Economics,843,628,1471,284,228,512,1127,856,1983
2016,Agricultural Science/Agriculture,7979,7570,15549,1083,1016,2099,9062,8586,17648
2016,Egyptology,230,355,585,53,71,124,283,426,709
2016,General Linguistics/Indo-European Studies,1312,4048,5360,276,948,1224,1588,4996,6584
2016,General Literary Studies,859,2993,3852,155,504,659,1014,3497,4511
2016,Ancient History,111,80,191,17,20,37,128,100,228
2016,American Studies,913,1923,2836,268,570,838,1181,2493,3674
2016,Applied Art,1388,2336,3724,228,367,595,1616,2703,4319
2016,Applied Linguistics,948,3985,4933,198,850,1048,1146,4835,5981
2016,Applied Systems Science,1713,409,2122,448,152,600,2161,561,2722
2016,English Studies,12054,29363,41417,1333,3918,5251,13387,33281,46668
2016,Anthropology (Human Biology),126,356,482,72,105,177,198,461,659
2016,Arabic/Arabic Studies,210,374,584,66,62,128,276,436,712
2016,Work Studies/Business Studies,675,1036,1711,22,74,96,697,1110,1807
2016,Occupational Guidance and Career Counselling,80,252,332,,3,3,80,255,335
2016,Labour Administration,273,779,1052,5,7,12,278,786,1064
2016,Archaeology,2384,2829,5213,188,274,462,2572,3103,5675
2016,Archaeometry (Archaeological Engineering),22,9,31,1,2,3,23,11,34
2016,Architecture,13981,16431,30412,3011,4332,7343,16992,20763,37755
2016,Archive and Documentation Science,119,210,329,12,37,49,131,247,378
2016,Archive Studies,90,139,229,2,12,14,92,151,243
2016,Asian Languages and Cultures/Asian Studies,571,1133,1704,196,418,614,767,1551,2318
2016,Astrophysics and Astronomy,193,64,257,124,80,204,317,144,461
2016,Ophthalmic Optics,225,486,711,32,34,66,257,520,777
2016,Immigrant Education,14,111,125,29,41,70,43,152,195
2016,Non-Europ. Lang. and Cult. in Oceania and America,79,155,234,33,86,119,112,241,353
2016,Foreign Affairs Administration,61,148,209,,,,61,148,209
2016,Baltic Studies,4,5,9,,2,2,4,7,11
2016,Banking,370,253,623,4,7,11,374,260,634
2016,Civil Engineering/Structural Engineering,33017,13316,46333,6315,2727,9042,39332,16043,55375
2016,Mining/Mine Engineering,1152,171,1323,492,119,611,1644,290,1934
2016,Occupation-specific Foreign Language Training,453,1161,1614,84,262,346,537,1423,1960
2016,"Vocational, Business and Economics Education",653,839,1492,35,51,86,688,890,1578
2016,Business Administration,111891,100579,212470,11195,14440,25635,123086,115019,238105
2016,Librarianship,9,35,44,,,,9,35,44
2016,Fine Arts/Graphics,1261,1665,2926,416,717,1133,1677,2382,4059
2016,Sculpting/Statuary Art,120,131,251,60,110,170,180,241,421
2016,Biochemistry,3152,3924,7076,482,665,1147,3634,4589,8223
2016,Bioinformatics,1281,712,1993,215,204,419,1496,916,2412
2016,Biology,16828,29391,46219,2469,3952,6421,19297,33343,52640
2016,Biomedicine,549,1105,1654,251,320,571,800,1425,2225
2016,Biotechnology,5085,6096,11181,591,766,1357,5676,6862,12538
2016,Brewing Science/Beverage Technology,572,126,698,51,34,85,623,160,783
2016,Armed Forces Administration,186,202,388,,,,186,202,388
2016,Byzantine Studies,9,19,28,13,10,23,22,29,51
2016,Caritas Science,56,88,144,8,11,19,64,99,163
2016,Chemistry,24919,15319,40238,3019,3036,6055,27938,18355,46293
2016,Chemical Engineering/Chemical Process Technology,5656,2700,8356,921,767,1688,6577,3467,10044
2016,Computer Linguistics,740,582,1322,216,329,545,956,911,1867
2016,Computer and Communication Technology,2422,1453,3875,1026,399,1425,3448,1852,5300
2016,Danish,17,53,70,,1,1,17,54,71
2016,Performing Arts/Stagecraft/Directing,317,783,1100,150,297,447,467,1080,1547
2016,German as a Foreign or Second Language,541,2724,3265,464,1630,2094,1005,4354,5359
2016,Pastoral Care Studies,80,188,268,9,14,23,89,202,291
2016,Conducting,96,64,160,101,75,176,197,139,336
2016,Printing and Reproduction Technology,857,832,1689,128,133,261,985,965,1950
2016,Gemstone and Jewellery Design,7,74,81,3,31,34,10,105,115
2016,Electrical Power Engineering,2387,426,2813,546,148,694,2933,574,3507
2016,Electrical Engineering/Electronics,46837,5196,52033,14102,3382,17484,60939,8578,69517
2016,Energy Process Engineering,5835,1353,7188,989,347,1336,6824,1700,8524
2016,Nutritional Science,453,2562,3015,61,256,317,514,2818,3332
2016,Adult Education and Extracurricular Youth Educat.,557,1888,2445,28,118,146,585,2006,2591
2016,Educational Science (Pedagogy),13217,47708,60925,777,3704,4481,13994,51412,65406
2016,Ethics,343,710,1053,24,65,89,367,775,1142
2016,Ethnology,1209,3202,4411,183,416,599,1392,3618,5010
2016,European Ethnology and Cultural Studies,669,2158,2827,165,411,576,834,2569,3403
2016,European Economic Studies,1501,1843,3344,105,220,325,1606,2063,3669
2016,"Protestant Religious Pedagogy, Church Educat. Work",214,528,742,7,5,12,221,533,754
2016,"Protestant Theology, Protes. Religious Education",4825,7111,11936,371,284,655,5196,7395,12591
2016,Facility Management,1867,1268,3135,74,81,155,1941,1349,3290
2016,Automotive Technology,10808,734,11542,2167,265,2432,12975,999,13974
2016,Precision Engineering,507,34,541,66,10,76,573,44,617
2016,Manufacturing Technology/Production Engineering,5565,852,6417,1446,271,1717,7011,1123,8134
2016,Film and Television Studies,1361,1018,2379,168,228,396,1529,1246,2775
2016,Financial Administration,779,1050,1829,1,1,2,780,1051,1831
2016,Finno-Ugrian Studies,52,121,173,11,12,23,63,133,196
2016,"Forest Science, Forestry",3689,1841,5530,437,384,821,4126,2225,6351
2016,French,1115,5093,6208,180,650,830,1295,5743,7038
2016,Horticulture,1106,797,1903,86,75,161,1192,872,2064
2016,Geography,10548,9778,20326,578,617,1195,11126,10395,21521
2016,Geology/Palaeontology,332,175,507,158,97,255,490,272,762
2016,Geoecology,558,698,1256,46,50,96,604,748,1352
2016,Geophysics,1172,1033,2205,130,73,203,1302,1106,2408
2016,Geosciences general,6524,4115,10639,809,592,1401,7333,4707,12040
2016,German Studies/German,15621,51214,66835,1688,6357,8045,17309,57571,74880
2016,Singing,269,504,773,267,387,654,536,891,1427
2016,History,18918,14399,33317,1246,1563,2809,20164,15962,36126
2016,Health Education,540,2447,2987,7,69,76,547,2516,3063
2016,Health Technology,5369,4495,9864,1182,896,2078,6551,5391,11942
2016,Health Science/Health Management,10905,24757,35662,707,1659,2366,11612,26416,38028
2016,Glass Technology/Ceramics,157,56,213,11,9,20,168,65,233
2016,Graphic Design/Communication Design,6506,10098,16604,866,1671,2537,7372,11769,19141
2016,Greek,223,211,434,48,74,122,271,285,556
2016,Primary School Education/Primary Level Education,880,5451,6331,19,118,137,899,5569,6468
2016,Domestic and Nutritional Sciences,1436,6481,7917,140,415,555,1576,6896,8472
2016,Domestic Science,38,118,156,,4,4,38,122,160
2016,Wood and Fibre Technology,922,163,1085,50,23,73,972,186,1158
2016,Timber Construction,670,117,787,20,3,23,690,120,810
2016,Wood Science,369,97,466,26,15,41,395,112,507
2016,Metallurgy and Foundry,671,240,911,271,123,394,942,363,1305
2016,Indology,65,124,189,18,20,38,83,144,227
2016,Industrial Design/Product Design,1737,1506,3243,270,358,628,2007,1864,3871
2016,Computer Science,76858,15258,92116,13303,4689,17992,90161,19947,110108
2016,Inf./Library Scien. (not at univ. of app.adm.sci.),686,2137,2823,38,153,191,724,2290,3014
2016,Computational Engineer./Technical Computer Science,8472,1264,9736,1941,492,2433,10413,1756,12169
2016,Interior Architecture,424,2726,3150,68,339,407,492,3065,3557
2016,Internal Administration,1994,3790,5784,26,64,90,2020,3854,5874
2016,Instrumental Music,1255,1163,2418,1941,2465,4406,3196,3628,6824
2016,Interdisc. Studies (specialising in Engineering),10902,3630,14532,1878,862,2740,12780,4492,17272
2016,Interdisc. Studies (special. in Natural Sciences),2906,2624,5530,772,579,1351,3678,3203,6881
2016,"Interdisc. St. (spec. in Law, Econ. and Soc. Sci.)",5756,7017,12773,786,1235,2021,6542,8252,14794
2016,Interdisc. Studies (spec. in Humanities),5408,13996,19404,986,2663,3649,6394,16659,23053
2016,"Interdisc. Studies (special. in Art, Art Theory)",317,711,1028,53,130,183,370,841,1211
2016,International Business Studies/Management,16130,20013,36143,5175,5981,11156,21305,25994,47299
2016,Iranian Studies,71,101,172,27,45,72,98,146,244
2016,Islamic Studies/Islamic theology,148,276,424,57,132,189,205,408,613
2016,Islamic Studies,638,1215,1853,197,277,474,835,1492,2327
2016,Italian,225,837,1062,100,370,470,325,1207,1532
2016,Japanese Studies,1421,1801,3222,145,288,433,1566,2089,3655
2016,Jazz and Popular Music,875,269,1144,153,65,218,1028,334,1362
2016,Judaic Studies/Hebrew,230,404,634,36,64,100,266,468,734
2016,Law Enforcement,62,62,124,,,,62,62,124
2016,Cartography,167,77,244,66,77,143,233,154,387
2016,"Catholic Religious Pedagogy, Church Educat. Work",114,261,375,1,9,10,115,270,385
2016,"Catholic Theology, Catholic Religious Education",3360,4200,7560,468,195,663,3828,4395,8223
2016,Caucasian Studies,1,2,3,1,2,3,2,4,6
2016,Nucl.Techn./Nucl.Process Techn.(cl.w.SF211 s.2020),2,,2,4,,4,6,,6
2016,Church Music,258,124,382,41,63,104,299,187,486
2016,Classical Philology,246,259,505,55,54,109,301,313,614
2016,"Communication Technology, Information Engineering",5144,775,5919,2105,531,2636,7249,1306,8555
2016,Communication Science/Journalism,5296,11671,16967,368,1267,1635,5664,12938,18602
2016,Composition,144,35,179,105,92,197,249,127,376
2016,Arts Education,946,4112,5058,104,332,436,1050,4444,5494
2016,"Art History, Art Theory",2010,8223,10233,241,1161,1402,2251,9384,11635
2016,Plastics Technology,1128,202,1330,210,45,255,1338,247,1585
2016,Land Management Engineering/Landscape Design,2258,2643,4901,109,220,329,2367,2863,5230
2016,Landscape Ecology/Biogeography (ex. SF385 s. 2012),497,771,1268,17,39,56,514,810,1324
2016,Latin,1400,1779,3179,34,72,106,1434,1851,3285
2016,Latin America Studies,146,344,490,39,73,112,185,417,602
2016,Food Chemistry,744,1704,2448,38,144,182,782,1848,2630
2016,Food Technology,1794,2459,4253,131,200,331,1925,2659,4584
2016,Area of study: Humanities,646,3743,4389,10,102,112,656,3845,4501
2016,Area of study: Social Studies,195,209,404,4,14,18,199,223,422
2016,Area of study: Natural Sciences/General Studies,310,1300,1610,2,32,34,312,1332,1644
2016,Area of study: Technology,737,389,1126,23,24,47,760,413,1173
2016,Aeronautical and Aerospace Engineering,5468,711,6179,849,173,1022,6317,884,7201
2016,Painting,181,222,403,111,158,269,292,380,672
2016,Mine Surveying,18,8,26,6,10,16,24,18,42
2016,Mechanical Engineering,87979,10475,98454,17161,3077,20238,105140,13552,118692
2016,Materials Engineering,853,279,1132,307,173,480,1160,452,1612
2016,Math.Statistics/Prob.Calc. (class.w. SF312 s.2020),1234,1017,2251,164,203,367,1398,1220,2618
2016,Mathematics,28752,25852,54604,2840,2523,5363,31592,28375,59967
2016,Mechatronics,13253,1144,14397,3325,436,3761,16578,1580,18158
2016,Media Informatics,11070,4922,15992,999,724,1723,12069,5646,17715
2016,Media Technology,4108,2538,6646,242,202,444,4350,2740,7090
2016,Media Economics/Media Management,3135,5339,8474,251,501,752,3386,5840,9226
2016,Media Science,3821,7520,11341,347,975,1322,4168,8495,12663
2016,Medicine (General Medicine),30560,49827,80387,5205,6419,11624,35765,56246,92011
2016,Medical Informatics,1314,940,2254,267,348,615,1581,1288,2869
2016,Metals Technology,683,125,808,10,7,17,693,132,825
2016,Meteorology,810,655,1465,76,79,155,886,734,1620
2016,Microelectronics,119,8,127,127,35,162,246,43,289
2016,Microsystems Technology,1434,229,1663,999,238,1237,2433,467,2900
2016,Dairy Farming,33,47,80,8,10,18,41,57,98
2016,Mineralogy,38,16,54,36,21,57,74,37,111
2016,Medieval and Modern History,533,428,961,49,45,94,582,473,1055
2016,Music Education,3287,4109,7396,236,497,733,3523,4606,8129
2016,Musicology/History of Music,2357,2458,4815,280,538,818,2637,2996,5633
2016,Nature Conservation,230,449,679,92,131,223,322,580,902
2016,Nautical Science/Maritime Studies,856,195,1051,64,9,73,920,204,1124
2016,New Media,921,816,1737,173,195,368,1094,1011,2105
2016,Modern Greek,19,20,39,18,62,80,37,82,119
2016,Non-medical Healthcare Professions/Therapies,2027,7700,9727,347,720,1067,2374,8420,10794
2016,Low German,2,6,8,,,,2,6,8
2016,Dutch,113,255,368,14,35,49,127,290,417
2016,"Nordic/Scand. St. (Nord. Phil., ind. lang. n.e.c.)",366,1046,1412,29,95,124,395,1141,1536
2016,Optoelectronics,559,164,723,113,34,147,672,198,870
2016,Orchestral Music,499,459,958,467,550,1017,966,1009,1975
2016,"Oriental Studies, Ancient Oriental Studies",655,936,1591,136,211,347,791,1147,1938
2016,Eastern and South Eastern Europe Studies,221,371,592,73,142,215,294,513,807
2016,Oceanography,5,8,13,11,7,18,16,15,31
2016,Early Childhood Education,298,2413,2711,12,106,118,310,2519,2829
2016,Plant Production,422,343,765,28,15,43,450,358,808
2016,Nursing Science/Nursing Management,2820,8690,11510,102,419,521,2922,9109,12031
2016,Pharmacy,4157,9377,13534,737,1411,2148,4894,10788,15682
2016,Philosophy,9072,6816,15888,1264,1114,2378,10336,7930,18266
2016,Physics,31760,12117,43877,4181,1973,6154,35941,14090,50031
2016,Engineering Physics/Mechanical Process Engineering,2803,635,3438,754,182,936,3557,817,4374
2016,Political Science,15279,10812,26091,1983,2564,4547,17262,13376,30638
2016,Police/Protection of the Constitution,11179,5363,16542,83,26,109,11262,5389,16651
2016,Polish,32,77,109,8,34,42,40,111,151
2016,Portuguese,30,71,101,13,24,37,43,95,138
2016,Psychology,18048,52127,70175,1187,4086,5273,19235,56213,75448
2016,Spatial Planning,2309,2424,4733,453,595,1048,2762,3019,5781
2016,Administration of Justice,527,1630,2157,,,,527,1630,2157
2016,Law,47212,56440,103652,3679,6672,10351,50891,63112,114003
2016,Renewable Energy,854,179,1033,179,80,259,1033,259,1292
2016,Religious Studies,678,1249,1927,131,165,296,809,1414,2223
2016,Restoration Studies,165,757,922,24,69,93,189,826,1015
2016,Rhythmics,1,27,28,,1,1,1,28,29
2016,"Romance Studies (Rom. Phil., indiv. lang. n.e.c.)",667,2572,3239,248,953,1201,915,3525,4440
2016,Russian,284,650,934,51,287,338,335,937,1272
2016,General Studies (including School Garden),55,288,343,3,12,15,58,300,358
2016,Drama Studies,255,247,502,51,25,76,306,272,578
2016,Naval Architecture/Ship Technology,719,134,853,199,33,232,918,167,1085
2016,School Pedagogy,310,556,866,33,51,84,343,607,950
2016,Sinology/Korean Studies,995,1705,2700,192,541,733,1187,2246,3433
2016,Slavic Studies (Slavic Philology),454,985,1439,120,641,761,574,1626,2200
2016,Special Needs Education,2249,11892,14141,36,270,306,2285,12162,14447
2016,Other subjects,863,1048,1911,842,914,1756,1705,1962,3667
2016,Other regional studies,142,233,375,37,82,119,179,315,494
2016,Sorabistics,8,20,28,1,6,7,9,26,35
2016,Social Work,10685,33819,44504,578,2202,2780,11263,36021,47284
2016,Social Studies,1586,1442,3028,72,92,164,1658,1534,3192
2016,Social Pedagogy,1512,6661,8173,38,239,277,1550,6900,8450
2016,Social Security Administration,500,1099,1599,34,33,67,534,1132,1666
2016,Applied Social Science,5268,17621,22889,256,944,1200,5524,18565,24089
2016,Social Sciences,7939,11062,19001,778,1504,2282,8717,12566,21283
2016,Sociology,6518,10789,17307,569,1335,1904,7087,12124,19211
2016,Spanish,1276,4060,5336,250,723,973,1526,4783,6309
2016,Sports Management/Sports Economics,3316,1288,4604,190,64,254,3506,1352,4858
2016,Sports Education/Sports Psychology,5611,3821,9432,223,139,362,5834,3960,9794
2016,Sports Science,10774,6346,17120,613,295,908,11387,6641,18028
2016,Steel Construction,59,7,66,3,,3,62,7,69
2016,"South Slavic (Bulgar., Serbo-Croat., Slovene etc.)",7,20,27,2,5,7,9,25,34
2016,Dance Education,28,126,154,60,137,197,88,263,351
2016,Technical Cybernetics,419,102,521,49,16,65,468,118,586
2016,Technomathematics,1509,492,2001,100,68,168,1609,560,2169
2016,Textile Design,361,2825,3186,85,475,560,446,3300,3746
2016,Textile and Clothing Technology/Industry,416,2588,3004,187,338,525,603,2926,3529
2016,Theatre Studies,800,2205,3005,78,313,391,878,2518,3396
2016,Veterinary Medicine,1083,6323,7406,190,434,624,1273,6757,8030
2016,Animal Production,89,259,348,18,22,40,107,281,388
2016,Sound Engineering,476,66,542,36,18,54,512,84,596
2016,Tourism Management,1435,6185,7620,270,765,1035,1705,6950,8655
2016,Transport and Conveying Technology,400,37,437,36,11,47,436,48,484
2016,Czech,8,20,28,1,11,12,9,31,40
2016,Turkish Studies,82,259,341,59,129,188,141,388,529
2016,Environmental Protection,907,967,1874,374,265,639,1281,1232,2513
2016,Environmental Technology (including Recycling),5337,2727,8064,721,596,1317,6058,3323,9381
2016,Prehistory and Early History,471,558,1029,39,57,96,510,615,1125
2016,Process Engineering,6273,3421,9694,965,800,1765,7238,4221,11459
2016,Transport Engineering,3723,1165,4888,467,197,664,4190,1362,5552
2016,Transport Economics,1307,604,1911,201,151,352,1508,755,2263
2016,Surveying (Geodesy),3635,1476,5111,693,375,1068,4328,1851,6179
2016,Supply Technology,3161,448,3609,225,83,308,3386,531,3917
2016,Administrative Science/Public Administration,5743,7444,13187,260,393,653,6003,7837,13840
2016,Folklore,378,1040,1418,19,101,120,397,1141,1538
2016,Economics,13885,6169,20054,2284,2475,4759,16169,8644,24813
2016,Hydraulic Engineering,780,421,1201,106,116,222,886,537,1423
2016,Water Management,791,422,1213,278,170,448,1069,592,1661
2016,Viticulture and Oenology,734,402,1136,112,94,206,846,496,1342
2016,Handicrafts (technical)/Technology,146,235,381,3,19,22,149,254,403
2016,Handicrafts Education,19,72,91,1,1,2,20,73,93
2016,Materials Technology,4066,1190,5256,862,446,1308,4928,1636,6564
2016,Western Slavic (general and n.e.c.),27,33,60,1,17,18,28,50,78
2016,Economic/Social Geography,273,274,547,12,22,34,285,296,581
2016,Economic/Social History,94,107,201,5,17,22,99,124,223
2016,Business Informatics,40375,8993,49368,4588,2827,7415,44963,11820,56783
2016,Business Engineering spec. in Engineering Sciences,47346,11805,59151,5772,3075,8847,53118,14880,67998
2016,Business Engineering specialising in Economics,24742,8124,32866,2916,1566,4482,27658,9690,37348
2016,Business Mathematics,4532,3047,7579,599,757,1356,5131,3804,8935
2016,Business and Economics Education,2559,4398,6957,82,249,331,2641,4647,7288
2016,Business Law,9082,11005,20087,646,1133,1779,9728,12138,21866
2016,Business and Economics,45996,34374,80370,4822,6194,11016,50818,40568,91386
2016,History of Science/History of Technology,30,9,39,4,4,8,34,13,47
2016,Dentistry,4389,8547,12936,983,1178,2161,5372,9725,15097
2016,Customs and Tax Administration,2038,2733,4771,1,6,7,2039,2739,4778
2017,Waste Management,75,40,115,5,4,9,80,44,124
2017,African Studies,395,782,1177,135,186,321,530,968,1498
2017,Agricultural Biology,149,173,322,164,111,275,313,284,597
2017,Agricultural Economics,856,656,1512,301,240,541,1157,896,2053
2017,Agricultural Science/Agriculture,7918,7410,15328,1062,1046,2108,8980,8456,17436
2017,Egyptology,230,342,572,52,66,118,282,408,690
2017,General Linguistics/Indo-European Studies,1313,4000,5313,306,1045,1351,1619,5045,6664
2017,General Literary Studies,849,2908,3757,124,436,560,973,3344,4317
2017,Ancient History,112,82,194,13,18,31,125,100,225
2017,American Studies,820,1779,2599,312,622,934,1132,2401,3533
2017,Applied Art,1342,2312,3654,205,344,549,1547,2656,4203
2017,Applied Linguistics,952,3966,4918,197,774,971,1149,4740,5889
2017,Applied Systems Science,1726,436,2162,472,171,643,2198,607,2805
2017,English Studies,12106,29679,41785,1357,3955,5312,13463,33634,47097
2017,Anthropology (Human Biology),122,336,458,79,124,203,201,460,661
2017,Arabic/Arabic Studies,209,395,604,72,69,141,281,464,745
2017,Work Studies/Business Studies,676,1070,1746,21,72,93,697,1142,1839
2017,Occupational Guidance and Career Counselling,111,317,428,,2,2,111,319,430
2017,Labour Administration,284,798,1082,5,6,11,289,804,1093
2017,Archaeology,2474,2847,5321,189,291,480,2663,3138,5801
2017,Archaeometry (Archaeological Engineering),25,10,35,1,2,3,26,12,38
2017,Architecture,13858,16425,30283,3054,4386,7440,16912,20811,37723
2017,Archive and Documentation Science,132,181,313,12,33,45,144,214,358
2017,Archive Studies,119,156,275,1,5,6,120,161,281
2017,Asian Languages and Cultures/Asian Studies,514,1107,1621,230,480,710,744,1587,2331
2017,Astrophysics and Astronomy,200,69,269,128,99,227,328,168,496
2017,Ophthalmic Optics,218,465,683,37,31,68,255,496,751
2017,Immigrant Education,17,120,137,39,62,101,56,182,238
2017,Non-Europ. Lang. and Cult. in Oceania and America,77,167,244,33,88,121,110,255,365
2017,Foreign Affairs Administration,72,153,225,,,,72,153,225
2017,Baltic Studies,5,5,10,,1,1,5,6,11
2017,Banking,406,266,672,5,5,10,411,271,682
2017,Civil Engineering/Structural Engineering,32865,13500,46365,6745,2847,9592,39610,16347,55957
2017,Mining/Mine Engineering,1068,165,1233,489,136,625,1557,301,1858
2017,Occupation-specific Foreign Language Training,435,1208,1643,76,296,372,511,1504,2015
2017,"Vocational, Business and Economics Education",690,811,1501,31,47,78,721,858,1579
2017,Business Administration,112406,101539,213945,11703,14924,26627,124109,116463,240572
2017,Librarianship,14,38,52,,,,14,38,52
2017,Fine Arts/Graphics,1263,1652,2915,419,738,1157,1682,2390,4072
2017,Sculpting/Statuary Art,104,118,222,67,113,180,171,231,402
2017,Biochemistry,3164,4097,7261,550,757,1307,3714,4854,8568
2017,Bioinformatics,1355,784,2139,250,269,519,1605,1053,2658
2017,Biology,16879,29429,46308,2595,4181,6776,19474,33610,53084
2017,Biomedicine,570,1187,1757,267,351,618,837,1538,2375
2017,Biotechnology,4986,6150,11136,690,889,1579,5676,7039,12715
2017,Brewing Science/Beverage Technology,596,118,714,57,25,82,653,143,796
2017,Armed Forces Administration,221,231,452,3,,3,224,231,455
2017,Byzantine Studies,5,16,21,12,8,20,17,24,41
2017,Caritas Science,57,84,141,7,12,19,64,96,160
2017,Chemistry,24630,15257,39887,3055,3090,6145,27685,18347,46032
2017,Chemical Engineering/Chemical Process Technology,5418,2570,7988,979,800,1779,6397,3370,9767
2017,Computer Linguistics,740,567,1307,192,318,510,932,885,1817
2017,Computer and Communication Technology,2616,1661,4277,1084,457,1541,3700,2118,5818
2017,Danish,10,54,64,,,,10,54,64
2017,Performing Arts/Stagecraft/Directing,357,817,1174,150,256,406,507,1073,1580
2017,German as a Foreign or Second Language,575,2689,3264,504,1641,2145,1079,4330,5409
2017,Pastoral Care Studies,65,158,223,8,12,20,73,170,243
2017,Conducting,96,57,153,105,65,170,201,122,323
2017,Printing and Reproduction Technology,770,805,1575,102,125,227,872,930,1802
2017,Gemstone and Jewellery Design,6,59,65,4,31,35,10,90,100
2017,Electrical Power Engineering,2178,420,2598,577,141,718,2755,561,3316
2017,Electrical Engineering/Electronics,45351,5331,50682,15215,3737,18952,60566,9068,69634
2017,Energy Process Engineering,5697,1306,7003,1109,375,1484,6806,1681,8487
2017,Nutritional Science,527,2823,3350,75,275,350,602,3098,3700
2017,Adult Education and Extracurricular Youth Educat.,583,1989,2572,29,126,155,612,2115,2727
2017,Educational Science (Pedagogy),12726,44169,56895,804,3624,4428,13530,47793,61323
2017,Ethics,341,706,1047,22,67,89,363,773,1136
2017,Ethnology,1191,3135,4326,204,426,630,1395,3561,4956
2017,European Ethnology and Cultural Studies,856,2488,3344,228,494,722,1084,2982,4066
2017,European Economic Studies,1122,1549,2671,120,192,312,1242,1741,2983
2017,"Protestant Religious Pedagogy, Church Educat. Work",205,519,724,5,2,7,210,521,731
2017,"Protestant Theology, Protes. Religious Education",4780,7067,11847,390,297,687,5170,7364,12534
2017,Facility Management,1918,1343,3261,64,82,146,1982,1425,3407
2017,Automotive Technology,10622,730,11352,2308,276,2584,12930,1006,13936
2017,Precision Engineering,503,40,543,93,16,109,596,56,652
2017,Manufacturing Technology/Production Engineering,5530,890,6420,1485,327,1812,7015,1217,8232
2017,Film and Television Studies,1426,1088,2514,182,210,392,1608,1298,2906
2017,Financial Administration,736,1056,1792,4,2,6,740,1058,1798
2017,Finno-Ugrian Studies,38,127,165,6,14,20,44,141,185
2017,"Forest Science, Forestry",3734,1935,5669,478,359,837,4212,2294,6506
2017,French,1080,4803,5883,172,610,782,1252,5413,6665
2017,Horticulture,1236,908,2144,88,103,191,1324,1011,2335
2017,Geography,10471,9806,20277,562,622,1184,11033,10428,21461
2017,Geology/Palaeontology,284,171,455,162,106,268,446,277,723
2017,Geoecology,577,705,1282,48,46,94,625,751,1376
2017,Geophysics,1061,948,2009,120,77,197,1181,1025,2206
2017,Geosciences general,6072,3934,10006,836,602,1438,6908,4536,11444
2017,German Studies/German,15212,51405,66617,1710,6020,7730,16922,57425,74347
2017,Singing,317,561,878,283,433,716,600,994,1594
2017,History,18765,14331,33096,1325,1584,2909,20090,15915,36005
2017,Health Education,646,2901,3547,13,92,105,659,2993,3652
2017,Health Technology,5020,4418,9438,1372,1059,2431,6392,5477,11869
2017,Health Science/Health Management,11641,26074,37715,833,1861,2694,12474,27935,40409
2017,Glass Technology/Ceramics,151,49,200,12,7,19,163,56,219
2017,Graphic Design/Communication Design,6491,10370,16861,964,1923,2887,7455,12293,19748
2017,Greek,222,196,418,50,62,112,272,258,530
2017,Primary School Education/Primary Level Education,1005,5960,6965,23,130,153,1028,6090,7118
2017,Domestic and Nutritional Sciences,1441,6403,7844,121,415,536,1562,6818,8380
2017,Domestic Science,38,157,195,1,2,3,39,159,198
2017,Wood and Fibre Technology,811,135,946,40,19,59,851,154,1005
2017,Timber Construction,688,129,817,28,8,36,716,137,853
2017,Wood Science,345,89,434,18,18,36,363,107,470
2017,Metallurgy and Foundry,566,202,768,286,135,421,852,337,1189
2017,Indology,60,126,186,16,25,41,76,151,227
2017,Industrial Design/Product Design,1747,1680,3427,276,379,655,2023,2059,4082
2017,Computer Science,79219,15954,95173,14680,5152,19832,93899,21106,115005
2017,Inf./Library Scien. (not at univ. of app.adm.sci.),681,2159,2840,49,163,212,730,2322,3052
2017,Computational Engineer./Technical Computer Science,9061,1342,10403,2186,552,2738,11247,1894,13141
2017,Interior Architecture,427,2769,3196,79,363,442,506,3132,3638
2017,Internal Administration,2213,4104,6317,26,69,95,2239,4173,6412
2017,Instrumental Music,1378,1288,2666,2019,2469,4488,3397,3757,7154
2017,Interdisc. Studies (specialising in Engineering),10919,3811,14730,2059,918,2977,12978,4729,17707
2017,Interdisc. Studies (special. in Natural Sciences),2787,2746,5533,823,646,1469,3610,3392,7002
